Description,ensembl_id,entrez_id,gene_biotype,Type
YWHAH,ENSG00000128245,7533,protein_coding,target
SLC5A1,ENSG00000100170,6523,protein_coding,target
C22orf42,ENSG00000205856,150297,protein_coding,target
RFPL2,ENSG00000128253,10739,protein_coding,target
SLC5A4,ENSG00000100191,6527,protein_coding,target
RFPL3,ENSG00000128276,10738,protein_coding,target
RTCB,ENSG00000100220,51493,protein_coding,target
BPIFC,ENSG00000184459,254240,protein_coding,target
FBXO7,ENSG00000100225,25793,protein_coding,landmark
SYN3,ENSG00000185666,8224,protein_coding,target
TIMP3,ENSG00000100234,7078,protein_coding,target
LARGE1,ENSG00000133424,9215,protein_coding,target
ISX,ENSG00000175329,91464,protein_coding,target
HMGXB4,ENSG00000100281,10042,protein_coding,target
TOM1,ENSG00000100284,10043,protein_coding,target
HMOX1,ENSG00000100292,3162,protein_coding,landmark
MCM5,ENSG00000100297,4174,protein_coding,target
RASD2,ENSG00000100302,23551,protein_coding,target
MB,ENSG00000198125,4151,protein_coding,target
APOL6,ENSG00000221963,80830,protein_coding,target
APOL5,ENSG00000128313,80831,protein_coding,target
RBFOX2,ENSG00000100320,23543,protein_coding,target
APOL3,ENSG00000128284,80833,protein_coding,target
APOL4,ENSG00000100336,80832,protein_coding,target
APOL2,ENSG00000128335,23780,protein_coding,target
APOL1,ENSG00000100342,8542,protein_coding,target
MYH9,ENSG00000100345,4627,protein_coding,target
TXN2,ENSG00000100348,25828,protein_coding,target
FOXRED2,ENSG00000100350,80020,protein_coding,target
EIF3D,ENSG00000100353,8664,protein_coding,target
CACNG2,ENSG00000166862,10369,protein_coding,target
IFT27,ENSG00000100360,11020,protein_coding,target
PVALB,ENSG00000100362,5816,protein_coding,target
NCF4,ENSG00000100365,4689,protein_coding,target
CSF2RB,ENSG00000100368,1439,protein_coding,target
TEX33,ENSG00000185264,339669,protein_coding,target
TST,ENSG00000128311,7263,protein_coding,target
MPST,ENSG00000128309,4357,protein_coding,target
KCTD17,ENSG00000100379,79734,protein_coding,target
TMPRSS6,ENSG00000187045,164656,protein_coding,target
IL2RB,ENSG00000100385,3560,protein_coding,target
C1QTNF6,ENSG00000133466,114904,protein_coding,target
RAC2,ENSG00000128340,5880,protein_coding,landmark
CYTH4,ENSG00000100055,27128,protein_coding,target
ELFN2,ENSG00000166897,114794,protein_coding,target
MFNG,ENSG00000100060,4242,protein_coding,target
CARD10,ENSG00000100065,29775,protein_coding,target
CDC42EP1,ENSG00000128283,11135,protein_coding,target
LGALS2,ENSG00000100079,3957,protein_coding,target
GGA1,ENSG00000100083,26088,protein_coding,target
SH3BP1,ENSG00000100092,23616,protein_coding,target
PDXP,ENSG00000241360,57026,protein_coding,target
LGALS1,ENSG00000100097,3956,protein_coding,target
TRIOBP,ENSG00000100106,11078,protein_coding,target
H1F0,ENSG00000189060,3005,protein_coding,target
GCAT,ENSG00000100116,23464,protein_coding,target
GALR3,ENSG00000128310,8484,protein_coding,target
ANKRD54,ENSG00000100124,129138,protein_coding,target
EIF3L,ENSG00000100129,51386,protein_coding,target
MICALL1,ENSG00000100139,85377,protein_coding,landmark
C22orf23,ENSG00000128346,84645,protein_coding,target
POLR2F,ENSG00000100142,5435,protein_coding,target
PICK1,ENSG00000100151,9463,protein_coding,target
SLC16A8,ENSG00000100156,23539,protein_coding,target
BAIAP2L2,ENSG00000128298,80115,protein_coding,target
PLA2G6,ENSG00000184381,8398,protein_coding,target
MAFF,ENSG00000185022,23764,protein_coding,target
TMEM184B,ENSG00000198792,25829,protein_coding,target
CSNK1E,ENSG00000213923,1454,protein_coding,landmark
KCNJ4,ENSG00000168135,3761,protein_coding,target
KDELR3,ENSG00000100196,11015,protein_coding,target
DDX17,ENSG00000100201,10521,protein_coding,target
DMC1,ENSG00000100206,11144,protein_coding,target
FAM227A,ENSG00000184949,646851,protein_coding,target
CBY1,ENSG00000100211,25776,protein_coding,target
TOMM22,ENSG00000100216,56993,protein_coding,target
JOSD1,ENSG00000100221,9929,protein_coding,target
GTPBP1,ENSG00000100226,9567,protein_coding,target
SUN2,ENSG00000100242,25777,protein_coding,target
DNAL4,ENSG00000100246,10126,protein_coding,target
NPTXR,ENSG00000221890,23467,protein_coding,target
CBX6,ENSG00000183741,23466,protein_coding,target
APOBEC3A,ENSG00000128383,200315,protein_coding,target
APOBEC3B,ENSG00000179750,9582,protein_coding,target
APOBEC3C,ENSG00000244509,27350,protein_coding,target
APOBEC3D,ENSG00000243811,140564,protein_coding,target
APOBEC3F,ENSG00000128394,200316,protein_coding,target
APOBEC3G,ENSG00000239713,60489,protein_coding,target
APOBEC3H,ENSG00000100298,164668,protein_coding,target
CBX7,ENSG00000100307,23492,protein_coding,target
PDGFB,ENSG00000100311,5155,protein_coding,target
RPL3,ENSG00000100316,6122,protein_coding,target
SYNGR1,ENSG00000100321,9145,protein_coding,target
TAB1,ENSG00000100324,10454,protein_coding,target
MGAT3,ENSG00000128268,4248,protein_coding,target
MIEF1,ENSG00000100335,54471,protein_coding,target
ATF4,ENSG00000128272,468,protein_coding,target
RPS19BP1,ENSG00000187051,91582,protein_coding,target
CACNA1I,ENSG00000100346,8911,protein_coding,target
ENTHD1,ENSG00000176177,150350,protein_coding,target
GRAP2,ENSG00000100351,9402,protein_coding,target
FAM83F,ENSG00000133477,113828,protein_coding,target
TNRC6B,ENSG00000100354,23112,protein_coding,target
ADSL,ENSG00000239900,158,protein_coding,target
SGSM3,ENSG00000100359,27352,protein_coding,target
MKL1,ENSG00000196588,57591,protein_coding,target
MCHR1,ENSG00000128285,2847,protein_coding,target
SLC25A17,ENSG00000100372,10478,protein_coding,target
ST13,ENSG00000100380,6767,protein_coding,target
XPNPEP3,ENSG00000196236,63929,protein_coding,target
DNAJB7,ENSG00000172404,150353,protein_coding,target
RBX1,ENSG00000100387,9978,protein_coding,target
EP300,ENSG00000100393,2033,protein_coding,target
L3MBTL2,ENSG00000100395,83746,protein_coding,target
CHADL,ENSG00000100399,150356,protein_coding,target
RANGAP1,ENSG00000100401,5905,protein_coding,target
ZC3H7B,ENSG00000100403,23264,protein_coding,target
TEF,ENSG00000167074,7008,protein_coding,target
TOB2,ENSG00000183864,10766,protein_coding,target
PHF5A,ENSG00000100410,84844,protein_coding,target
ACO2,ENSG00000100412,50,protein_coding,target
POLR3H,ENSG00000100413,171568,protein_coding,target
CSDC2,ENSG00000172346,27254,protein_coding,target
PMM1,ENSG00000100417,5372,protein_coding,target
DESI1,ENSG00000100418,27351,protein_coding,target
XRCC6,ENSG00000196419,2547,protein_coding,target
SNU13,ENSG00000100138,4809,protein_coding,target
MEI1,ENSG00000167077,150365,protein_coding,target
CCDC134,ENSG00000100147,79879,protein_coding,target
SREBF2,ENSG00000198911,6721,protein_coding,target
SHISA8,ENSG00000234965,440829,protein_coding,target
TNFRSF13C,ENSG00000159958,115650,protein_coding,target
CENPM,ENSG00000100162,79019,protein_coding,target
LINC00634,ENSG00000205704,339674,transcribed_unitary_pseudogene,target
SEPT3,ENSG00000100167,55964,protein_coding,target
WBP2NL,ENSG00000183066,164684,protein_coding,target
NAGA,ENSG00000198951,4668,protein_coding,target
FAM109B,ENSG00000177096,150368,protein_coding,target
SMDT1,ENSG00000183172,91689,protein_coding,target
NDUFA6,ENSG00000184983,4700,protein_coding,target
CYP2D6,ENSG00000100197,1565,protein_coding,target
CYP2D7,ENSG00000205702,1564,polymorphic_pseudogene,target
TCF20,ENSG00000100207,6942,protein_coding,target
NFAM1,ENSG00000235568,150372,protein_coding,target
RRP7A,ENSG00000189306,27341,protein_coding,target
SERHL2,ENSG00000183569,253190,protein_coding,target
POLDIP3,ENSG00000100227,84271,protein_coding,target
CYB5R3,ENSG00000100243,1727,protein_coding,target
ATP5L2,ENSG00000249222,267020,protein_coding,target
A4GALT,ENSG00000128274,53947,protein_coding,target
ARFGAP3,ENSG00000242247,26286,protein_coding,target
PACSIN2,ENSG00000100266,11252,protein_coding,target
TTLL1,ENSG00000100271,25809,protein_coding,target
BIK,ENSG00000100290,638,protein_coding,target
MCAT,ENSG00000100294,27349,protein_coding,target
TSPO,ENSG00000100300,706,protein_coding,target
TTLL12,ENSG00000100304,23170,protein_coding,target
SCUBE1,ENSG00000159307,80274,protein_coding,target
MPPED1,ENSG00000186732,758,protein_coding,target
EFCAB6,ENSG00000186976,64800,protein_coding,target
SULT4A1,ENSG00000130540,25830,protein_coding,target
PNPLA5,ENSG00000100341,150379,protein_coding,target
PNPLA3,ENSG00000100344,80339,protein_coding,target
SAMM50,ENSG00000100347,25813,protein_coding,target
PARVB,ENSG00000188677,29780,protein_coding,target
PARVG,ENSG00000138964,64098,protein_coding,target
KIAA1644,ENSG00000138944,85352,protein_coding,target
LDOC1L,ENSG00000188636,84247,protein_coding,target
PRR5,ENSG00000186654,55615,protein_coding,target
ARHGAP8,ENSG00000241484,23779,protein_coding,target
PHF21B,ENSG00000056487,112885,protein_coding,target
NUP50,ENSG00000093000,10762,protein_coding,target
KIAA0930,ENSG00000100364,23313,protein_coding,target
UPK3A,ENSG00000100373,7380,protein_coding,target
FAM118A,ENSG00000100376,55007,protein_coding,target
SMC1B,ENSG00000077935,27127,protein_coding,target
RIBC2,ENSG00000128408,26150,protein_coding,target
FBLN1,ENSG00000077942,2192,protein_coding,target
ATXN10,ENSG00000130638,25814,protein_coding,target
WNT7B,ENSG00000188064,7477,protein_coding,target
PPARA,ENSG00000186951,5465,protein_coding,target
CDPF1,ENSG00000205643,150383,protein_coding,target
PKDREJ,ENSG00000130943,10343,protein_coding,target
TTC38,ENSG00000075234,55020,protein_coding,target
GTSE1,ENSG00000075218,51512,protein_coding,target
TRMU,ENSG00000100416,55687,protein_coding,target
CELSR1,ENSG00000075275,9620,protein_coding,target
GRAMD4,ENSG00000075240,23151,protein_coding,target
CERK,ENSG00000100422,64781,protein_coding,landmark
TBC1D22A,ENSG00000054611,25771,protein_coding,target
FAM19A5,ENSG00000219438,25817,protein_coding,target
BRD1,ENSG00000100425,23774,protein_coding,target
ZBED4,ENSG00000100426,9889,protein_coding,target
ALG12,ENSG00000182858,79087,protein_coding,target
CRELD2,ENSG00000184164,79174,protein_coding,landmark
PIM3,ENSG00000198355,415116,protein_coding,target
IL17REL,ENSG00000188263,400935,protein_coding,target
TTLL8,ENSG00000138892,164714,protein_coding,target
MLC1,ENSG00000100427,23209,protein_coding,target
MOV10L1,ENSG00000073146,54456,protein_coding,target
PANX2,ENSG00000073150,56666,protein_coding,target
TRABD,ENSG00000170638,80305,protein_coding,target
SELENOO,ENSG00000073169,83642,protein_coding,target
TUBGCP6,ENSG00000128159,85378,protein_coding,target
HDAC10,ENSG00000100429,83933,protein_coding,target
MAPK12,ENSG00000188130,6300,protein_coding,target
MAPK11,ENSG00000185386,5600,protein_coding,target
PLXNB2,ENSG00000196576,23654,protein_coding,target
DENND6B,ENSG00000205593,414918,protein_coding,target
PPP6R2,ENSG00000100239,9701,protein_coding,target
SBF1,ENSG00000100241,6305,protein_coding,target
ADM2,ENSG00000128165,79924,protein_coding,target
MIOX,ENSG00000100253,55586,protein_coding,target
LMF2,ENSG00000100258,91289,protein_coding,target
NCAPH2,ENSG00000025770,29781,protein_coding,target
TYMP,ENSG00000025708,1890,protein_coding,target
ODF3B,ENSG00000177989,440836,protein_coding,target
KLHDC7B,ENSG00000130487,113730,protein_coding,target
SYCE3,ENSG00000217442,644186,protein_coding,target
CPT1B,ENSG00000205560,1375,protein_coding,target
CHKB,ENSG00000100288,1120,protein_coding,target
MAPK8IP2,ENSG00000008735,23542,protein_coding,target
ARSA,ENSG00000100299,410,protein_coding,target
SHANK3,ENSG00000251322,85358,protein_coding,target
ACR,ENSG00000100312,49,protein_coding,target
RABL2B,ENSG00000079974,11158,protein_coding,target
PLCXD1,ENSG00000182378,55344,protein_coding,target
GTPBP6,ENSG00000178605,8225,protein_coding,target
PPP2R3B,ENSG00000167393,28227,protein_coding,target
SHOX,ENSG00000185960,6473,protein_coding,target
CRLF2,ENSG00000205755,64109,protein_coding,target
CSF2RA,ENSG00000198223,1438,protein_coding,target
IL3RA,ENSG00000185291,3563,protein_coding,target
SLC25A6,ENSG00000169100,293,protein_coding,target
ASMTL,ENSG00000169093,8623,protein_coding,target
P2RY8,ENSG00000182162,286530,protein_coding,target
AKAP17A,ENSG00000197976,8227,protein_coding,target
ASMT,ENSG00000196433,438,protein_coding,target
DHRSX,ENSG00000169084,207063,protein_coding,target
ZBED1,ENSG00000214717,9189,protein_coding,target
CD99,ENSG00000002586,4267,protein_coding,target
XG,ENSG00000124343,7499,protein_coding,target
GYG2,ENSG00000056998,8908,protein_coding,target
ARSD,ENSG00000006756,414,protein_coding,target
ARSE,ENSG00000157399,415,protein_coding,target
ARSH,ENSG00000205667,347527,protein_coding,target
ARSF,ENSG00000062096,416,protein_coding,target
MXRA5,ENSG00000101825,25878,protein_coding,target
PRKX,ENSG00000183943,5613,protein_coding,landmark
NLGN4X,ENSG00000146938,57502,protein_coding,target
VCX3A,ENSG00000169059,51481,protein_coding,target
PUDP,ENSG00000130021,8226,protein_coding,target
STS,ENSG00000101846,412,protein_coding,target
VCX,ENSG00000182583,26609,protein_coding,target
PNPLA4,ENSG00000006757,8228,protein_coding,target
VCX2,ENSG00000177504,51480,protein_coding,target
VCX3B,ENSG00000205642,425054,protein_coding,target
ANOS1,ENSG00000011201,3730,protein_coding,target
FAM9A,ENSG00000183304,171482,protein_coding,target
FAM9B,ENSG00000177138,171483,protein_coding,target
TBL1X,ENSG00000101849,6907,protein_coding,target
GPR143,ENSG00000101850,4935,protein_coding,target
SHROOM2,ENSG00000146950,357,protein_coding,target
CLDN34,ENSG00000234469,100288814,protein_coding,target
WWC3,ENSG00000047644,55841,protein_coding,target
CLCN4,ENSG00000073464,1183,protein_coding,target
MID1,ENSG00000101871,4281,protein_coding,target
HCCS,ENSG00000004961,3052,protein_coding,target
ARHGAP6,ENSG00000047648,395,protein_coding,target
AMELX,ENSG00000125363,265,protein_coding,target
MSL3,ENSG00000005302,10943,protein_coding,target
FRMPD4,ENSG00000169933,9758,protein_coding,target
PRPS2,ENSG00000101911,5634,protein_coding,target
TLR7,ENSG00000196664,51284,protein_coding,target
TLR8,ENSG00000101916,51311,protein_coding,target
TMSB4X,ENSG00000205542,7114,protein_coding,target
FAM9C,ENSG00000187268,171484,protein_coding,target
ATXN3L,ENSG00000123594,92552,protein_coding,target
EGFL6,ENSG00000198759,25975,protein_coding,target
TCEANC,ENSG00000176896,170082,protein_coding,target
RAB9A,ENSG00000123595,9367,protein_coding,target
TRAPPC2,ENSG00000196459,6399,protein_coding,target
OFD1,ENSG00000046651,8481,protein_coding,target
GPM6B,ENSG00000046653,2824,protein_coding,target
GEMIN8,ENSG00000046647,54960,protein_coding,target
GLRA2,ENSG00000101958,2742,protein_coding,target
FANCB,ENSG00000181544,2187,protein_coding,target
MOSPD2,ENSG00000130150,158747,protein_coding,target
ASB9,ENSG00000102048,140462,protein_coding,target
ASB11,ENSG00000165192,140456,protein_coding,target
PIGA,ENSG00000165195,5277,protein_coding,target
VEGFD,ENSG00000165197,2277,protein_coding,target
PIR,ENSG00000087842,8544,protein_coding,target
BMX,ENSG00000102010,660,protein_coding,target
ACE2,ENSG00000130234,59272,protein_coding,target
TMEM27,ENSG00000147003,57393,protein_coding,target
CA5B,ENSG00000169239,11238,protein_coding,target
ZRSR2,ENSG00000169249,8233,protein_coding,target
AP1S2,ENSG00000182287,8905,protein_coding,target
GRPR,ENSG00000126010,2925,protein_coding,target
MAGEB17,ENSG00000182798,645864,protein_coding,target
CTPS2,ENSG00000047230,56474,protein_coding,target
S100G,ENSG00000169906,795,protein_coding,target
SYAP1,ENSG00000169895,94056,protein_coding,target
TXLNG,ENSG00000086712,55787,protein_coding,target
RBBP7,ENSG00000102054,5931,protein_coding,target
REPS2,ENSG00000169891,9185,protein_coding,target
NHS,ENSG00000188158,4810,protein_coding,target
SCML1,ENSG00000047634,6322,protein_coding,target
RAI2,ENSG00000131831,10742,protein_coding,target
BEND2,ENSG00000177324,139105,protein_coding,target
SCML2,ENSG00000102098,10389,protein_coding,target
CDKL5,ENSG00000008086,6792,protein_coding,target
RS1,ENSG00000102104,6247,protein_coding,target
PPEF1,ENSG00000086717,5475,protein_coding,target
PHKA2,ENSG00000044446,5256,protein_coding,target
ADGRG2,ENSG00000173698,10149,protein_coding,target
PDHA1,ENSG00000131828,5160,protein_coding,target
MAP3K15,ENSG00000180815,389840,protein_coding,target
SH3KBP1,ENSG00000147010,30011,protein_coding,target
CXorf23,ENSG00000173681,256643,protein_coding,target
MAP7D2,ENSG00000184368,256714,protein_coding,target
EIF1AX,ENSG00000173674,1964,protein_coding,target
RPS6KA3,ENSG00000177189,6197,protein_coding,target
CNKSR2,ENSG00000149970,22866,protein_coding,target
KLHL34,ENSG00000185915,257240,protein_coding,target
SMPX,ENSG00000091482,23676,protein_coding,target
MBTPS2,ENSG00000012174,51360,protein_coding,target
YY2,ENSG00000230797,404281,protein_coding,target
SMS,ENSG00000102172,6611,protein_coding,target
PHEX,ENSG00000102174,5251,protein_coding,target
ZNF645,ENSG00000175809,158506,protein_coding,target
DDX53,ENSG00000184735,168400,protein_coding,target
PTCHD1,ENSG00000165186,139411,protein_coding,target
PRDX4,ENSG00000123131,10549,protein_coding,target
ACOT9,ENSG00000123130,23597,protein_coding,landmark
SAT1,ENSG00000130066,6303,protein_coding,target
APOO,ENSG00000184831,79135,protein_coding,target
CXorf58,ENSG00000165182,254158,protein_coding,target
KLHL15,ENSG00000174010,80311,protein_coding,target
EIF2S3,ENSG00000130741,1968,protein_coding,target
ZFX,ENSG00000005889,7543,protein_coding,target
PDK3,ENSG00000067992,5165,protein_coding,target
PCYT1B,ENSG00000102230,9468,protein_coding,target
POLA1,ENSG00000101868,5422,protein_coding,target
ARX,ENSG00000004848,170302,protein_coding,target
MAGEB18,ENSG00000176774,286514,protein_coding,target
MAGEB6,ENSG00000176746,158809,protein_coding,target
MAGEB5,ENSG00000188408,347541,protein_coding,target
PPP4R3CP,ENSG00000224960,139420,protein_coding,target
DCAF8L2,ENSG00000189186,347442,protein_coding,target
MAGEB10,ENSG00000177689,139422,protein_coding,target
DCAF8L1,ENSG00000226372,139425,protein_coding,target
IL1RAPL1,ENSG00000169306,11141,protein_coding,target
MAGEB2,ENSG00000099399,4113,protein_coding,target
MAGEB3,ENSG00000198798,4114,protein_coding,target
MAGEB4,ENSG00000120289,4115,protein_coding,target
MAGEB1,ENSG00000214107,4112,protein_coding,target
NR0B1,ENSG00000169297,190,protein_coding,target
CXorf21,ENSG00000120280,80231,protein_coding,target
GK,ENSG00000198814,2710,protein_coding,target
